rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
10135,64,C,high,Deerfield Ranch Winery,wine tasting room,Kenwood,(707) 833-5215,,Has a site; high-fit niche; has phone,"Hi, I help Kenwood wine tasting rooms like Deerfield Ranch Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.deerfieldranch.com/,f7d71be0-8b25-430d-b9f5-88c847a89749
10136,64,C,high,Family Wineries Dry Creek,wine tasting room,Healdsburg,(888) 433-6555,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg wine tasting rooms like Family Wineries Dry Creek get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.familywineriesdrycreek.com/,d73a2af0-0df3-4a3e-827c-c7c8825d3f25
10137,64,C,high,Obsidian Wine Co.,wine tasting room,Sonoma,(707) 706-2020,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma wine tasting rooms like Obsidian Wine Co. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.obsidianwineco.com,1b4b90f9-11e5-46a4-bb54-51ffbd9dfe71
10138,64,C,high,Silver Oak Cellars,wine tasting room,Healdsburg,(707) 942-7082,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg wine tasting rooms like Silver Oak Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.silveroak.com/visit-us/alexander-valley/,266d9f1b-c0dc-41f8-b6e4-8600f22c817c
10139,64,C,high,Comfort Wine Tours,wine tours,Santa Rosa,(707) 544-9463,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa wine tourss like Comfort Wine Tours get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://comfortwinetours.com/,40ea8edf-81d0-45d2-9c63-fbbbf652c72a
10140,64,C,high,Elite Excursions,wine tours,Santa Rosa,(707) 326-9564,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa wine tourss like Elite Excursions get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://elite-excursions.com/,4b5bf121-990b-4d54-85cd-6e212eec5df9
10141,64,C,high,Healdsburg Wine Tour,wine tours,Healdsburg,(707) 849-0503,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg wine tourss like Healdsburg Wine Tour get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.healdsburgwinetour.com/,16f61cac-b1ae-4c6c-b3a1-efb4dab1d8d3
10142,64,C,high,Pure Luxury Transportation,wine tours,Petaluma,(707) 775-2920,,Has a site; high-fit niche; has phone,"Hi, I help Petaluma wine tourss like Pure Luxury Transportation get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.pureluxury.com/,df5ca6e1-94b7-4a17-8fc4-7f68e442bec2
10143,64,C,high,Ultimate Wine Tours,wine tours,Sonoma,(707) 867-0994,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma wine tourss like Ultimate Wine Tours get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ultimatewinetours.com/,73924c21-5e38-48e7-ad86-2b46557a72e5
10144,64,C,high,Woody's Wine Tours,wine tours,Santa Rosa,(707) 396-8235,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa wine tourss like Woody's Wine Tours get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.woodyswinetours.com/,49745342-21ce-4c1e-b04a-6432ce852155
10145,64,C,high,Highway 12 Vineyards and Winery,wine wholesaler,Sonoma,(707) 939-1012,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma wine wholesalers like Highway 12 Vineyards and Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.highway12winery.com,c53572b9-ac25-419d-962b-63690f18eea8
10146,64,C,high,750 Wines,winery,Saint Helena,(707) 963-0750,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like 750 Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.750wines.com,2d8f912b-3738-49ac-b134-744eda25c605
10147,64,C,high,ACORN Winery/Alegria Vineyards,winery,Healdsburg,(707) 433-6440,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like ACORN Winery/Alegria Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.acornwinery.com/,6f664985-57c6-46c6-974a-a04bf2c56e45
10148,64,C,high,APERTURE CELLARS,winery,Healdsburg,(707) 756-5027,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like APERTURE CELLARS get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.aperture-cellars.com,53ca7f9f-aded-4d4f-b591-fd655d3dbc19
10149,64,C,high,Abbot’s Passage,winery,Sonoma,(707) 939-3017,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Abbot’s Passage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://abbotspassage.com,49afee38-6baa-45e6-a803-df9e383a7df2
10150,64,C,high,Adastra,winery,Sonoma,(707) 255-4818,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Adastra get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://adastrawines.com,a7f0f38c-c7bd-4837-a59b-b878bdb56cd4
10151,64,C,high,Alexander Valley Vineyards Winery,winery,Healdsburg,(707) 433-7209,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Alexander Valley Vineyards Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.avvwine.com/,df4f9b94-0279-475a-b54d-dc58777067e2
10152,64,C,high,Amphora Winery,winery,Healdsburg,(707) 431-7767,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Amphora Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.amphorawines.com,4f6b4154-c7a8-4c86-bdac-9c27d71d64ec
10153,64,C,high,Ancient Oak Cellars,winery,Santa Rosa,(707) 536-1546,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Ancient Oak Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ancientoakcellars.com/,33bd11e8-ca6c-4e5a-bbc0-91f9aee656e8
10154,64,C,high,Appellation Ventures,winery,Santa Rosa,(916) 912-9559,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Appellation Ventures get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",appellationventures.com,23fbe6a0-7512-4574-929a-d04af6491f5b
10155,64,C,high,Artesa Vineyards & Winery,winery,Napa,(707) 200-2038,,Has a site; high-fit niche; has phone,"Hi, I help Napa winerys like Artesa Vineyards & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",artesawinery.com,50cfdcb4-7472-4beb-b3da-9ab0c128aefd
10156,64,C,high,Auteur Wines,winery,Sonoma,(707) 938-9211,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Auteur Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.auteurwines.com/members,76363542-43fb-459d-8133-9f1adb87cfdc
10157,64,C,high,B.r. Cohn Winery,winery,Glen Ellen,(707) 938-4064,,Has a site; high-fit niche; has phone,"Hi, I help Glen Ellen winerys like B.r. Cohn Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",brcohn.com,4065f508-dc8d-466c-a330-95b2e281c910
10158,64,C,high,Balletto Vineyards,winery,Santa Rosa,(707) 568-2455,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Balletto Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",www.ballettovineyards.com,130290bf-e4d3-4a3a-bdc8-7523a82acb7f
10159,64,C,high,Bannister Wines,winery,Geyserville,(707) 387-0124,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville winerys like Bannister Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",bannisterwines.com,f548efb6-b249-4a33-b9fe-b4d0890cf0dc
10160,64,C,high,Baril Compliance Services,winery,Santa Rosa,(707) 578-7807,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Baril Compliance Services get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.complianceservice.com,fe71ff3c-f3e0-405e-b4e8-c9c095e6d2c8
10161,64,C,high,Bello Family Vineyards,winery,Napa,(707) 967-8833,,Has a site; high-fit niche; has phone,"Hi, I help Napa winerys like Bello Family Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bellofamilyvineyards.com/,bdefc7be-e680-4d61-922d-9db9efffd647
10162,64,C,high,Bello Family Vineyards,winery,Saint Helena,(707) 967-8833,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Bello Family Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bellofamilyvineyards.com/,45f04e33-d2ec-4068-915d-efb620bdd458
10163,64,C,high,Bevzero,winery,Santa Rosa,(707) 723-1181,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Bevzero get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",bevzero.com,184cd27f-73b4-4104-904d-7335cd9cdf15
10164,64,C,high,Black Kite Cellars,winery,Santa Rosa,(707) 537-9095,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Black Kite Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.blackkitecellars.com,fec6609e-6151-42f1-a982-d22f3392bbfc
10165,64,C,high,Black Knight Cellars Tasting Room,winery,Petaluma,(707) 888-5777,,Has a site; high-fit niche; has phone,"Hi, I help Petaluma winerys like Black Knight Cellars Tasting Room get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://blackknightvineyards.com,d27f9281-86df-4b2d-ba22-8ec5857e0659
10166,64,C,high,Blanchard Family Wines,winery,Healdsburg,(630) 606-4389,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Blanchard Family Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.blanchardfamilywines.com/,94cadfe2-1fad-4b90-ab98-e22aedd41669
10167,64,C,high,Blankiet Estate,winery,Yountville,(707) 963-2001,,Has a site; high-fit niche; has phone,"Hi, I help Yountville winerys like Blankiet Estate get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://blankiet.com/,3ee2bcb0-aa0b-4322-8ec9-7713ffc715b1
10168,64,C,high,Blue Rock Vineyard,winery,Cloverdale,(707) 486-9661,,Has a site; high-fit niche; has phone,"Hi, I help Cloverdale winerys like Blue Rock Vineyard get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bluerockvineyard.com,4607490f-15ca-4b27-aa05-335ce2d4a2ae
10169,64,C,high,Boisset Family Estates,winery,Saint Helena,(707) 963-6900,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Boisset Family Estates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://boissetfamilyestates.com,f25f005d-9895-4d8f-adab-c5a2f8a47431
10170,64,C,high,Brasswood Napa Valley,winery,Saint Helena,(707) 302-5101,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Brasswood Napa Valley get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.brasswood.com,02e88475-7b21-4eb1-be3c-508ba378c77e
10171,64,C,high,Broman Cellars,winery,Saint Helena,(707) 963-5451,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Broman Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.bromancellars.com,d5648a19-aee1-4977-99ed-d83d08bc5818
10172,64,C,high,Bump Wine Cellars,winery,Sonoma,(707) 228-9214,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Bump Wine Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bumpwine.com,f95b6a4a-90a3-4609-a5c4-0da7bfa68bf6
10173,64,C,high,CHANDON,winery,Yountville,(707) 204-7461,,Has a site; high-fit niche; has phone,"Hi, I help Yountville winerys like CHANDON get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.chandon.com/,6d482079-342f-41da-ac43-46e72d455fca
10174,64,C,high,Cade Estate Winery,winery,Angwin,(707) 965-2746,,Has a site; high-fit niche; has phone,"Hi, I help Angwin winerys like Cade Estate Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",cadewinery.com,7633b92b-b776-4ebe-ae09-709b9aafded9
10175,64,C,high,Camp Meeting Ridge,winery,Cazadero,(707) 847-3661,,Has a site; high-fit niche; has phone,"Hi, I help Cazadero winerys like Camp Meeting Ridge get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://flowerswinery.com/the-estate/vineyards/camp-meeting-ridge-vinyard/,7431450a-0e61-4d15-8749-d090ca0433f3
10176,64,C,high,Capiaux Cellars,winery,Angwin,(707) 815-3191,,Has a site; high-fit niche; has phone,"Hi, I help Angwin winerys like Capiaux Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.capiauxcellars.com,5aa247c9-b533-4de1-bf78-a9e2e040a882
10177,64,C,high,Capo Creek Winery,winery,Healdsburg,(707) 608-8448,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Capo Creek Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://capocreekranch.com,cbd8506f-d5bf-4dd5-88e0-a9ea4ff3d045
10178,64,C,high,Cardinale Winery,winery,Angwin,(707) 948-2648,,Has a site; high-fit niche; has phone,"Hi, I help Angwin winerys like Cardinale Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://cardinale.com,7acf49e1-a253-4458-99b9-0f76ba5d8b80
10179,64,C,high,Castle Vineyards,winery,Sonoma,(707) 996-1966,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Castle Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://castlevineyardsva.com,7cbd7f06-81d1-4fbd-a242-27c05627c968
10180,64,C,high,Cattleya Wines,winery,Rohnert Park,(888) 597-2297,,Has a site; high-fit niche; has phone,"Hi, I help Rohnert Park winerys like Cattleya Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",cattleyawines.com,dcc46ca0-8c6b-4e06-8af3-90be3e57a3a2
10181,64,C,high,Chalk Hill Estate Vineyards,winery,Healdsburg,(707) 657-1809,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Chalk Hill Estate Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://chalkhill.com,b63373d8-e119-436a-8397-f7b26561ef36
10182,64,C,high,Chandelle of Sonoma Inc,winery,Sonoma,(707) 938-5862,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Chandelle of Sonoma Inc get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.chandellewinery.com/,ef51c247-5926-4fec-97f2-aea3dfaae86e
10183,64,C,high,Chappellet Winery,winery,Saint Helena,(707) 286-4219,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Chappellet Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.chappellet.com/,e4408c69-39c1-4b0e-9702-7626b58fcf39
10184,64,C,high,Chateau Adore,winery,Santa Rosa,(707) 528-6750,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Chateau Adore get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.chateauadore.com,c852e152-8e3c-4f14-bd77-50e6d54db59d
10185,64,C,high,Chateau Montelena,winery,Calistoga,(707) 942-5105,,Has a site; high-fit niche; has phone,"Hi, I help Calistoga winerys like Chateau Montelena get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.montelena.com,0200f09a-120a-4f3d-bd43-82d920d8b4e7
10186,64,C,high,Château Boswell Winery,winery,Saint Helena,(707) 963-5472,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Château Boswell Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://chateauboswell.com,eed553b0-ff17-48b2-a62a-bb0c107864c5
10187,64,C,high,Cline Family Cellars,winery,Sonoma,(800) 546-2070,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Cline Family Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://clinecellars.com,54a773cd-0e57-47ae-b308-92714b32399b
10188,64,C,high,Cosentino Winery & Tasting Room,winery,Napa,(800) 764-1220,,Has a site; high-fit niche; has phone,"Hi, I help Napa winerys like Cosentino Winery & Tasting Room get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",cosentinowinery.com,418f9853-107e-495e-8f65-426bddcae29b
10189,64,C,high,Crocker & Starr Wines,winery,Saint Helena,(707) 967-9111,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Crocker & Starr Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.crockerstarr.com,8cb85778-e48a-4687-945e-4dbce8b8ef50
10190,64,C,high,Crossbarn Winery,winery,Sebastopol,(707) 824-9879,,Has a site; high-fit niche; has phone,"Hi, I help Sebastopol winerys like Crossbarn Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.crossbarn.com/,24615e22-499a-49bf-8fe6-821a47def933
10191,64,C,high,Davero Farms & Winery,winery,Healdsburg,170743180001,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Davero Farms & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://davero.com,5bbbfbbe-e123-465d-a500-e56a57783768
10192,64,C,high,Davis Estates,winery,Calistoga,(707) 942-0700,,Has a site; high-fit niche; has phone,"Hi, I help Calistoga winerys like Davis Estates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://davisestates.com,2624d45d-5d9c-4f23-876b-e254ca456403
10193,64,C,high,Delectus Winery Tasting Room,winery,Saint Helena,(707) 244-5080,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Delectus Winery Tasting Room get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.delectuswinery.com/,9a35578c-16ce-4355-be21-7de8b25f1418
10194,64,C,high,Dominus Estate,winery,Yountville,(707) 944-8954,,Has a site; high-fit niche; has phone,"Hi, I help Yountville winerys like Dominus Estate get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.dominusestate.com,e4cb6229-f737-4d2f-902f-9ea4d32fad81
10195,64,C,high,Eco Terreno Wines,winery,Sonoma,(707) 938-3833,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Eco Terreno Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.ecoterreno.com/,95ac5bd6-8349-490b-a998-227091fe0c84
10196,64,C,high,Enkidu Wine,winery,Sonoma,(707) 343-1078,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Enkidu Wine get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.enkiduwines.com,6b3e1bf1-a1dc-4112-b99f-27b26436cc82
10197,64,C,high,Entre Nous Wines,winery,Oakville,(707) 337-6885,,Has a site; high-fit niche; has phone,"Hi, I help Oakville winerys like Entre Nous Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.entrenouswines.com,77d086e8-df2b-42b0-857f-f54c4ee91b43
10198,64,C,high,Eric Kent Wine Cellars,winery,Santa Rosa,(707) 527-9700,,Has a site; high-fit niche; has phone,"Hi, I help Santa Rosa winerys like Eric Kent Wine Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.erickentwines.com,3c8e3aae-ccee-4d1d-a2ad-9a925336ee4a
10199,64,C,high,Eric Ross Winery,winery,Glen Ellen,(707) 939-8525,,Has a site; high-fit niche; has phone,"Hi, I help Glen Ellen winerys like Eric Ross Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ericross.com,aa046219-d9dc-4350-a5a4-ae9872d4c6bd
10200,64,C,high,Ernest Vineyards,winery,Healdsburg,(707) 687-9176,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Ernest Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.ernestvineyards.com,b3595993-106d-4178-a833-2ec41d1717cb
10201,64,C,high,Faust,winery,St. Helena,(707) 200-2560,,Has a site; high-fit niche; has phone,"Hi, I help St. Helena winerys like Faust get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.faustwines.com/,0cebc459-6303-4291-9474-4bdae9461596
10202,64,C,high,Ferrari-Carano's Seasons of the Vineyard Tasting Bar and Boutique,winery,Healdsburg,(707) 431-2222,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Ferrari-Carano's Seasons of the Vineyard Tasting Bar and Boutique get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.seasonsofthevineyard.com/,1323c617-828f-49b7-82da-6bb085a5b86d
10203,64,C,high,Flanagan Wines,winery,Healdsburg,(707) 723-8800,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Flanagan Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.flanaganwines.com,97b93b75-127d-415e-a714-4e0fbdab05dd
10204,64,C,high,Flora Springs Winery & Vineyard,winery,Saint Helena,(707) 967-6723,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Flora Springs Winery & Vineyard get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://florasprings.com,c29493fc-3fb8-48c3-9662-6bf071bb1e01
10205,64,C,high,Flowers Vineyard & Winery,winery,Cazadero,(707) 847-3661,,Has a site; high-fit niche; has phone,"Hi, I help Cazadero winerys like Flowers Vineyard & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://flowerswinery.com/,6615600f-8794-44d0-b3c6-025c1ae26af9
10206,64,C,high,Fog Crest Vineyard,winery,Sebastopol,(707) 829-2006,,Has a site; high-fit niche; has phone,"Hi, I help Sebastopol winerys like Fog Crest Vineyard get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",fogcrestvineyard.com,5a41336a-6df0-45e3-93e2-227f485a377a
10207,64,C,high,Forchini Vineyards & Winery,winery,Healdsburg,(707) 431-8886,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Forchini Vineyards & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",forchini.com,5444aa84-d700-4a3b-be7e-73977b977ada
10208,64,C,high,Fort Ross Vineyard & Winery,winery,Jenner,(707) 847-3460,,Has a site; high-fit niche; has phone,"Hi, I help Jenner winerys like Fort Ross Vineyard & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.fortrossvineyard.com/,03b67f85-293c-4776-8ba4-01b8bbaf494e
10209,64,C,high,Galatea Effect,winery,Sonoma,(707) 849-9062,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Galatea Effect get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://galateaeffect.wine,57c6095f-24f0-44af-8f0d-0b08f933fd0d
10210,64,C,high,Geyser Peak Winery,winery,Healdsburg,(707) 857-9463,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Geyser Peak Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.geyserpeakwinery.com,f0a0dd85-b333-4552-824e-e1c0e5dbdb9c
10211,64,C,high,Ghost Block Winery,winery,Napa,(707) 944-4488,,Has a site; high-fit niche; has phone,"Hi, I help Napa winerys like Ghost Block Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ghostblockwine.com,761a7994-f23e-4227-afaa-66e3c25715c8
10212,64,C,high,Ghost Horse Vineyards,winery,Saint Helena,(707) 287-3510,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Ghost Horse Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ghosthorseworld.com,1eeabc65-eb34-4169-9b50-24e489ab78ed
10213,64,C,high,Gloria Ferrer Wines,winery,Sonoma,(707) 933-1986,,Has a site; high-fit niche; has phone,"Hi, I help Sonoma winerys like Gloria Ferrer Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.gloriaferrer.com,95cc49bc-76c8-477f-97bc-2ece153e6176
10214,64,C,high,Groezinger's Wine Merchant,winery,Yountville,(800) 356-3970,,Has a site; high-fit niche; has phone,"Hi, I help Yountville winerys like Groezinger's Wine Merchant get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.groezingers.com,1d95d7ee-ec5c-45b5-b8f9-e3f16ed7146e
10215,64,C,high,Healdsburg Custom Crush,winery,Healdsburg,(707) 395-4431,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Healdsburg Custom Crush get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://healdsburgcustomcrush.com,36e53a5d-f0f0-4a55-b364-9fc3736d4155
10216,64,C,high,Healdsburg Olive Oil Company,winery,Healdsburg,(707) 433-8499,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Healdsburg Olive Oil Company get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.twovalleysoliveoil.com,8ffe50a2-a5ea-4366-a3a8-62d385e233e0
10217,64,C,high,Heibel Ranch Vineyards,winery,Saint Helena,(707) 968-9289,,Has a site; high-fit niche; has phone,"Hi, I help Saint Helena winerys like Heibel Ranch Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.heibelranch.com,0a8e6a12-c5bc-4185-95cb-a43eef3181d6
10218,64,C,high,Hess Persson Estates,winery,Napa,(707) 255-1144,,Has a site; high-fit niche; has phone,"Hi, I help Napa winerys like Hess Persson Estates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",hessperssonestates.com,ab643dc1-c973-4395-8b4c-6c4258f7e45e
10219,64,C,high,Hewitt Vineyard,winery,Rutherford,(707) 968-3633,,Has a site; high-fit niche; has phone,"Hi, I help Rutherford winerys like Hewitt Vineyard get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hewittvineyard.com/,8a5ce6e3-f02a-46b7-8c79-dc3836b31ce8
10220,64,C,high,Hill Family Estate,winery,Yountville,(707) 944-9580,,Has a site; high-fit niche; has phone,"Hi, I help Yountville winerys like Hill Family Estate get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://hillfamilyestate.com,4864f704-c835-424a-8ff3-190fb536853c
10221,64,C,high,Hirsch Winery,winery,Cazadero,(707) 847-3001,,Has a site; high-fit niche; has phone,"Hi, I help Cazadero winerys like Hirsch Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hirschvineyards.com,d9f23fa2-8513-4f94-923c-df107bf6cbb1
10222,64,C,high,Hoot Owl Creek Vineyards,winery,Healdsburg,(707) 433-1094,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Hoot Owl Creek Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://hootowlcreekvineyards.com,f0facf74-aa09-4c83-b435-76f92fe9b40b
