rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
2434,57,C,medium,Victor's Granite & Tile,building supply store,Ukiah,(707) 462-9640,vics.granite@hotmail.com,Has a site; has phone + email,"Hi, I help Ukiah building supply stores like Victor's Granite & Tile get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.victorsgraniteandtile.com,fe1bddfd-7b77-4971-a79b-fcff8fedddd2
2435,57,C,medium,John's Market,butcher shop,Kelseyville,(707) 279-2440,baselbatikh@icloud.com,Has a site; has phone + email,"Hi, I help Kelseyville butcher shops like John's Market get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.johnsmarket.com,8801930c-39da-4eae-b8b5-a9284c3ee561
2436,57,C,medium,Creekside Cabins & RV Resort,cabin,Willits,(707) 459-2521,ed@hiddenvalleycampground.com,Has a site; has phone + email,"Hi, I help Willits cabins like Creekside Cabins & RV Resort get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.creeksidecabinsandrvresort.com,59fa1abd-20f2-4878-9db6-d89585610a1c
2437,57,C,medium,Cloverdale Healdsburg KOA,campground,Cloverdale,(707) 894-3337,clovkoa@sonic.net,Has a site; has phone + email,"Hi, I help Cloverdale campgrounds like Cloverdale Healdsburg KOA get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.winecountrykoa.com,7e1fb439-867a-4647-9f8e-9efc3fd21839
2438,57,C,medium,Eel River Campground,campground,Covelo,(530) 934-3316,info@fs.usda.gov,Has a site; has phone + email,"Hi, I help Covelo campgrounds like Eel River Campground get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.fs.usda.gov/recarea/mendocino/recreation/fishing/recarea/?recid=25256&actid=29,d26fdf20-407f-4c8e-be5c-853ea1b81623
2439,57,C,medium,Hartstone Bible Camp,campground,Potter Valley,(707) 743-1621,info@hartstonebiblecamp.org,Has a site; has phone + email,"Hi, I help Potter Valley campgrounds like Hartstone Bible Camp get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.paypal.com/donate/?token=Pr5zcWg7ddQnbl7JZOfDshKiaatAYcs5rHEuoSFcl3eimdXMN49x6ijJXcQXL9EEMJIT-0,418c63b2-f871-4be2-ac19-257367ed1fc3
2440,57,C,medium,Clinic Ananda,cannabis clinic,Hopland,(707) 744-1968,mary@lagorio.org,Has a site; has phone + email,"Hi, I help Hopland cannabis clinics like Clinic Ananda get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.clinicananda.com/,15089793-8c33-437a-80c1-be74b3621266
2441,57,C,medium,Heritage Mendocino,cannabis clinic,Ukiah,(707) 621-9125,info@heritage-mendocino.com,Has a site; has phone + email,"Hi, I help Ukiah cannabis clinics like Heritage Mendocino get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.heritage-mendocino.com/,c3afb730-c847-4b7b-bbaa-b58b3f0e41c1
2442,57,C,medium,High Tides Compassionate Cannabis Care,cannabis clinic,Gualala,(707) 884-1882,bonedaddy701@yahoo.com,Has a site; has phone + email,"Hi, I help Gualala cannabis clinics like High Tides Compassionate Cannabis Care get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://hightides.info,1e690d9b-40ba-4e54-b31a-4a58f554b234
2443,57,C,medium,Local Roots Dispensary,cannabis clinic,Ukiah,(707) 354-2449,sales@localrootsmendo.com,Has a site; has phone + email,"Hi, I help Ukiah cannabis clinics like Local Roots Dispensary get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.localrootsmendo.com/,a2067391-6a07-47fb-8b46-356d390a0d6e
2444,57,C,medium,Mission Grown Medicinals,cannabis clinic,Lakeport,(707) 533-2946,support@mgmedicinals.com,Has a site; has phone + email,"Hi, I help Lakeport cannabis clinics like Mission Grown Medicinals get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://dutchie.com/dispensary/mission-grown-medicinals?fbclid=IwAR0fjbb8rl12JbGFyhcO1-1h981TeIL2X91-kDVaMLhpNRZKAzmf0F0mYow_aem_ATfODiG3-iTfBs-ttOo4IzuKSmc4DVIx8Fd7py7LUH05JQpszjGfap5zv8wksxOoL10,47425554-b1dc-42fd-983e-5e7b07754dfa
2445,57,C,medium,Redbud Apothecary,cannabis clinic,Kelseyville,(707) 281-6391,redbudapothecary@gmail.com,Has a site; has phone + email,"Hi, I help Kelseyville cannabis clinics like Redbud Apothecary get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Redbudapothecary.com/,b9590f1f-a3d4-4df8-b358-4854a766bbcb
2446,57,C,medium,Revolution Emporium,cannabis clinic,Ukiah,(707) 513-9936,revolutionemporium1@gmail.com,Has a site; has phone + email,"Hi, I help Ukiah cannabis clinics like Revolution Emporium get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.revolutionemporium.com/,13abd1e5-27e3-42ee-8c74-16f9d2f14e3b
2447,57,C,medium,Sol de Mendocino,cannabis clinic,Mendocino,(707) 937-3123,soldemendocino@gmail.com,Has a site; has phone + email,"Hi, I help Mendocino cannabis clinics like Sol de Mendocino get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://soldemendocino.com/,e0638584-44ad-4820-9974-1ade5da67420
2448,57,C,medium,The Bakery,cannabis clinic,Fort Bragg,(707) 813-3253,servicedirectory494@gmail.com,Has a site; has phone + email,"Hi, I help Fort Bragg cannabis clinics like The Bakery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://thebakeryshop.com,bb30c0ac-7e80-46f0-8641-99acbf9a8fc3
2449,57,C,medium,Lefty Lanes Auto Sales,car dealer,Ukiah,(707) 621-9164,leftylanesales@gmail.com,Has a site; has phone + email,"Hi, I help Ukiah car dealers like Lefty Lanes Auto Sales get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://leftylanes.com/,182f261e-0c71-4545-89f2-eed1682cde83
2450,57,C,medium,Reedy The Car Guy,car dealer,Ukiah,(707) 340-6080,reedy@thurstoncdjr.com,Has a site; has phone + email,"Hi, I help Ukiah car dealers like Reedy The Car Guy get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://ukiahcarguy.com/,6286c4d7-3aaf-4ff7-93ca-ffab2a897720
2451,57,C,medium,Sandoval Logistics,car dealer,Ukiah,(707) 391-0628,sandoval.logistics707@gmail.com,Has a site; has phone + email,"Hi, I help Ukiah car dealers like Sandoval Logistics get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Shed-Experts.com/,a4ed9a55-e466-413f-bd21-99e60e20c5f7
2452,57,C,medium,Hertz,car rental agency,Cloverdale,(707) 894-7494,music@berkeley.edu,Has a site; has phone + email,"Hi, I help Cloverdale car rental agencys like Hertz get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hertz.com/rentacar/location/unitedstates/california/cloverdale/stsn22,4ec065ab-dc34-452e-9cef-3ad870c48fe5
2453,57,C,medium,Hertz,car rental agency,Ukiah,(707) 468-0537,hercsales@hercrentals.com,Has a site; has phone + email,"Hi, I help Ukiah car rental agencys like Hertz get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hertz.com/rentacar/location/index.jsp?targetPage=locationDetailsView.jsp&eoag=UKIC16&resAgnt=&locType=pUp,61693842-54dc-4346-869f-bc326028be04
2454,57,C,medium,Audio Xtreme,car stereo store,Ukiah,(707) 462-1006,audioxtreme@sbcglobal.net,Has a site; has phone + email,"Hi, I help Ukiah car stereo stores like Audio Xtreme get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.audioxtremenorcal.com/,d0e9ecd0-d9cb-412e-84f2-cc3334d10e23
2455,57,C,medium,Pulse Custom Audio and Auto,car stereo store,Fort Bragg,(707) 964-1020,pulsecustomaudio@att.net,Has a site; has phone + email,"Hi, I help Fort Bragg car stereo stores like Pulse Custom Audio and Auto get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://pulse-custom-audio.hub.biz/,18863c82-6845-4540-ae29-4e36138dee88
2456,57,C,medium,Wicked Sounds,car stereo store,Lakeport,(707) 263-3393,wicked.sounds2579@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport car stereo stores like Wicked Sounds get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://app.shopmonkey.io/quote-request/19a58cdcefb0bec2f8a2e0ccd53ce1cc?noExternalScripts=1,91856251-450f-40d7-830c-b4262d15ca44
2457,57,C,medium,Precision Window Tint and Vinyl,car window tinting,Lakeport,(707) 349-6604,precisiontint.vinyl@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport car window tintings like Precision Window Tint and Vinyl get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://tintwiz.com/web/cs/5v19chisb004qohl0x2yr9vlfaayqu0d,5f2ae974-5021-4a06-8b27-969350ae81d2
2458,57,C,medium,Lake County Woodcrafters,carpenter,Lakeport,(707) 263-4959,dfaries@record-bee.com,Has a site; has phone + email,"Hi, I help Lakeport carpenters like Lake County Woodcrafters get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://record-bee.com,e691e2ff-36a5-4a84-8f29-2be0b5282955
2459,57,C,medium,Garcia River Casino,casino,Point arena,(707) 467-5300,info@thegarciarivercasino.com,Has a site; has phone + email,"Hi, I help Point arena casinos like Garcia River Casino get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.thegarciarivercasino.com,99e6a197-b031-4785-9fe3-aacbea971ba1
2460,57,C,medium,Hopland ShoKaWah Casino,casino,Hopland,(707) 744-1395,contact@shokawah.com,Has a site; has phone + email,"Hi, I help Hopland casinos like Hopland ShoKaWah Casino get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.shokawah.com,dcc5c4d2-400f-49ad-824e-ae001e7bfa2e
2461,57,C,medium,Mendocino Chocolate Company,chocolatier,Fort Bragg,(707) 964-8800,chocolates@mendocino-chocolate.com,Has a site; has phone + email,"Hi, I help Fort Bragg chocolatiers like Mendocino Chocolate Company get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mendocino-chocolate.com/,180f4d0c-f6ae-4a43-abfd-cedc2adb07ae
2462,57,C,medium,Noyo Theater,cinema,Willits,(707) 459-6660,movies@noyotheatre.com,Has a site; has phone + email,"Hi, I help Willits cinemas like Noyo Theater get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://noyotheater.com/,c2864192-a9f2-489e-b38b-88bc51c08487
2463,57,C,medium,Mendocino Center for Circus Arts,circus,Mendocino,(707) 397-5397,circus@circusmecca.org,Has a site; has phone + email,"Hi, I help Mendocino circuss like Mendocino Center for Circus Arts get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.CircusMecca.org/,eb25aef9-f837-4306-9bc3-c89ed1ec92b6
2464,57,C,medium,Community Center of Mendocino,community center,Mendocino,(707) 937-4133,director@ccmendo.org,Has a site; has phone + email,"Hi, I help Mendocino community centers like Community Center of Mendocino get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ccmendo.org/,969a8937-427d-4c2e-88cd-cadf852e0ee7
2465,57,C,medium,Redwood Valley Grange #382,community center,Redwood Valley,(707) 485-8448,rvg382@gmail.com,Has a site; has phone + email,"Hi, I help Redwood Valley community centers like Redwood Valley Grange #382 get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.keepandshare.com/calendar16/show.php?i=2975730&vw=month&ign=y,d1cd301b-ebd8-4437-aabe-da7619e2b44f
2466,57,C,medium,Sage's Computer,computer store,Fort Bragg,(707) 962-0600,contact@clevercatcomputer.com,Has a site; has phone + email,"Hi, I help Fort Bragg computer stores like Sage's Computer get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.sagescomputer.com,ce95a6a6-70ae-4158-8e07-993821a1b15d
2467,57,C,medium,Cloverdale Food and Liquor Center,convenience store,Cloverdale,(707) 894-2325,cloverdalefoodcente1@gmail.com,Has a site; has phone + email,"Hi, I help Cloverdale convenience stores like Cloverdale Food and Liquor Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://super8cloverdale.com/,77729808-8041-49bb-87f3-5183342ee520
2468,57,C,medium,Caspar Cottage,cottage,Mendocino,(707) 964-7080,winegar@mcn.org,Has a site; has phone + email,"Hi, I help Mendocino cottages like Caspar Cottage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.casparcottage.com/,73fb2ea6-5c9b-4f88-90ef-bf844431c94b
2469,57,C,medium,Mar Vista Farm + Cottages,cottage,Gualala,(707) 884-3522,hello@marvistafarmandcottages.com,Has a site; has phone + email,"Hi, I help Gualala cottages like Mar Vista Farm + Cottages get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://marvistafarmandcottages.com/,2e4250f9-fd38-4455-888b-4f7b1d9dfc11
2470,57,C,medium,Mendo Bungalow,cottage,Mendocino,(707) 593-0055,admin@mendobungalow.com,Has a site; has phone + email,"Hi, I help Mendocino cottages like Mendo Bungalow get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mendobungalow.com/,2ed4c6ad-86a2-4494-82f0-94ff1c8947c8
2471,57,C,medium,Mendocino Seaside Cottage,cottage,Mendocino,(707) 972-6496,mel@romancebythesea.com,Has a site; has phone + email,"Hi, I help Mendocino cottages like Mendocino Seaside Cottage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.romancebythesea.com/,4a77a9e3-1a40-48e6-8ff3-cb85e884f863
2472,57,C,medium,Mendocino Village Cottages,cottage,Mendocino,(707) 937-0866,gisela@mendocinovillagecottages.com,Has a site; has phone + email,"Hi, I help Mendocino cottages like Mendocino Village Cottages get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mendocinovillagecottages.com/,3750ac24-1f29-4a39-aeb4-b88b973b09ed
2473,57,C,medium,Kate T. Donohue,counseling and mental health,Fort Bragg,(415) 695-1464,kate@kate-donohue.com,Has a site; has phone + email,"Hi, I help Fort Bragg counseling and mental healths like Kate T. Donohue get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://kate-donohue.com/,5ddb305f-95b6-4452-8af8-c5948713101d
2474,57,C,medium,Northern Countertops and Cabinets,countertop installation,Ukiah,(707) 467-3969,bclif1963@gmail.com,Has a site; has phone + email,"Hi, I help Ukiah countertop installations like Northern Countertops and Cabinets get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://cliftonkitchen.com/contact-us,84ba89d3-5add-4013-824e-2d46a67776dc
2475,57,C,medium,Santa Rosa Tile Supply,countertop installation,Ukiah,(707) 468-8453,frank@santarosatile.com,Has a site; has phone + email,"Hi, I help Ukiah countertop installations like Santa Rosa Tile Supply get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.santarosatile.com/,454b1ddf-0641-434f-b5be-6070ed603b96
2476,57,C,medium,LIFT Cloverdale,cycling classes,Cloverdale,(707) 492-0102,hello@liveliftedcycle.com,Has a site; has phone + email,"Hi, I help Cloverdale cycling classess like LIFT Cloverdale get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.schedulicity.com/scheduling/LCAUWR6,3d879682-c60d-4216-8c95-a8bb85ca1f79
2477,57,C,medium,West Coast Fire & Water,damage restoration,Kelseyville,(707) 607-8355,hello@westcoastfireandwater.com,Has a site; has phone + email,"Hi, I help Kelseyville damage restorations like West Coast Fire & Water get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://westcoastfireandwater.com/,79c7aa4f-753e-4029-849d-e372a2706572
2478,57,C,medium,Ballroom Blitz,dance school,Gualala,(323) 258-0029,itsaballroomblitz@gmail.com,Has a site; has phone + email,"Hi, I help Gualala dance schools like Ballroom Blitz get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Ballroomblitz.dance/,e0107fd4-23e0-4f87-a20b-463ae6c08936
2479,57,C,medium,Surrender,dance school,Fort Bragg,(707) 245-1896,m.e.surrenderdance@gmail.com,Has a site; has phone + email,"Hi, I help Fort Bragg dance schools like Surrender get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://mesurrender.com/,5a0bdbbf-1b11-40d0-84da-78ff008278de
2480,57,C,medium,Happy Registrations,department of motor vehicles,Ukiah,(707) 297-9362,happyregukiah@gmail.com,Has a site; has phone + email,"Hi, I help Ukiah department of motor vehicless like Happy Registrations get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://WWW.HAPPYREGISTRATIONS.COM/,e74e1c08-534d-4df2-ace4-79195d6122c5
2481,57,C,medium,OARS,disability services and support organization,Fort Bragg,(707) 961-9699,caitlin@oarsinc.com,Has a site; has phone + email,"Hi, I help Fort Bragg disability services and support organizations like OARS get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://oarsinc.com/,76edff2e-2ba5-487e-acf0-2ab08dc87971
2482,57,C,medium,Ukiah Valley Association for Habilitation,disability services and support organization,Ukiah,(707) 468-8824,info@uvah.org,Has a site; has phone + email,"Hi, I help Ukiah disability services and support organizations like Ukiah Valley Association for Habilitation get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://uvah.org/,c98b3f48-3eb2-4d80-ab1d-4b951246aabd
2483,57,C,medium,Redwood Regional Medical Group,doctor,Lakeport,(707) 262-3060,smichael@buycoffee.com,Has a site; has phone + email,"Hi, I help Lakeport doctors like Redwood Regional Medical Group get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.rrmginc.com,2946d1c9-4987-4167-98eb-ae3fa34a97db
2484,57,C,medium,Castle Mini Donuts,donuts,Ukiah,(707) 472-7822,castleminidonuts@yahoo.com,Has a site; has phone + email,"Hi, I help Ukiah donutss like Castle Mini Donuts get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://order.online/business/castle-mini-donuts-11392484,105929ac-5560-457a-aa20-dfceee5cfb0c
2485,57,C,medium,Drop In Donut,donuts,Fort Bragg,(707) 962-3010,info@dropindonut.com,Has a site; has phone + email,"Hi, I help Fort Bragg donutss like Drop In Donut get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://dropindonut.com/,f81bc9ab-18ed-48da-a49a-2d071d22ba4f
2486,57,C,medium,Happy Donuts and Bagels,donuts,Ukiah,(707) 462-3500,happydonuts101@gmail.com,Has a site; has phone + email,"Hi, I help Ukiah donutss like Happy Donuts and Bagels get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://happydonuts.com,51ab7201-3a03-4091-9843-45ccf21f9e5e
2487,57,C,medium,Sunny's Donuts,donuts,Ukiah,(707) 468-0104,admin@sunnydonuts247cafe.com,Has a site; has phone + email,"Hi, I help Ukiah donutss like Sunny's Donuts get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://sunny-s-donuts-ca.hub.biz/,1aab7604-2b31-46b1-8b0b-6b4ea8b09fef
2488,57,C,medium,Susie Q's Donuts & Espresso,donuts,Lakeport,(707) 533-7400,susieqdonutsandcoffee@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport donutss like Susie Q's Donuts & Espresso get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://susie-qs-donuts.hub.biz/,2d007856-01d3-4c6b-86cc-78511b8396fd
2489,57,C,medium,Lakeport Auto Movies,drive in theater,Lakeport,(707) 263-5011,help@lakeportautomovies.com,Has a site; has phone + email,"Hi, I help Lakeport drive in theaters like Lakeport Auto Movies get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakeportautomovies.com/,39ce3af7-3641-46be-a679-1acdc5aefc3d
2490,57,C,medium,Area 127,education,Lakeport,(707) 263-1402,area127@area127.com,Has a site; has phone + email,"Hi, I help Lakeport educations like Area 127 get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.castlemoyle.com,e072627d-3273-478e-ad54-2617e2481208
2491,57,C,medium,Ukiah Unified School District,education,Ukiah,(707) 472-5000,dandougherty@uusd.net,Has a site; has phone + email,"Hi, I help Ukiah educations like Ukiah Unified School District get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.uusd.net/,7b771165-4f4f-478f-a9b2-bebba9e6685b
2492,57,C,medium,Noyo Center for Marine Science,educational research institute,Fort Bragg,(707) 733-6696,info@noyocenter.org,Has a site; has phone + email,"Hi, I help Fort Bragg educational research institutes like Noyo Center for Marine Science get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.noyocenter.org/,31639cff-b36f-4911-8c3a-98e4e5606842
2493,57,C,medium,The Hopland Research and Extension Center,educational research institute,Hopland,(707) 744-1424,hbird@ucanr.edu,Has a site; has phone + email,"Hi, I help Hopland educational research institutes like The Hopland Research and Extension Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://hrec.ucanr.edu/,195a7f96-f537-4976-9be7-486bae669295
2494,57,C,medium,Dragon Off Grid Solar,energy equipment and solution,Ukiah,(707) 234-7395,sales@dragonoffgrid.com,Has a site; has phone + email,"Hi, I help Ukiah energy equipment and solutions like Dragon Off Grid Solar get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://DragonOffGrid.com/,e0788f71-9d14-4171-aac1-b50457a6d0fe
2495,57,C,medium,Mendo Lake Engineering,engineering services,Lakeport,(707) 263-7783,bhall@mlengr.com,Has a site; has phone + email,"Hi, I help Lakeport engineering servicess like Mendo Lake Engineering get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mendolakeengineering.com/,40a76e65-40b9-4f9b-9bf8-d237bef464fa
2496,57,C,medium,Pacific Environmental Education Center,environmental conservation organization,Fort Bragg,(707) 734-3294,info@peectidepools.org,Has a site; has phone + email,"Hi, I help Fort Bragg environmental conservation organizations like Pacific Environmental Education Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.peectidepools.org/,177a23e6-e7a7-4de3-b40d-e36b21d235b5
2497,57,C,medium,"Healing Hearts Ranch, LLC",equestrian facility,Kelseyville,(808) 457-8257,healingheartsranchllc@gmail.com,Has a site; has phone + email,"Hi, I help Kelseyville equestrian facilitys like Healing Hearts Ranch, LLC get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.healingheartsranchllc.com/,57313ab3-4b46-4df4-be0b-94b326df3703
2498,57,C,medium,Redwood Empire Ranch,equestrian facility,Redwood Valley,(510) 383-0040,eas@redwoodempireranch.com,Has a site; has phone + email,"Hi, I help Redwood Valley equestrian facilitys like Redwood Empire Ranch get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.RedwoodEmpireRanch.com/,b4288a1a-92c4-48fc-a27d-e325af6b94ec
2499,57,C,medium,Seabiscuit Therapeutic Riding Center,equestrian facility,Willits,(707) 391-3873,seabiscuitridingcenter@gmail.com,Has a site; has phone + email,"Hi, I help Willits equestrian facilitys like Seabiscuit Therapeutic Riding Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.seabiscuitridingcenter.org/,20766519-e4a5-492b-bbca-d90e63e802b4
2500,57,C,medium,Ukiah Optical,eyewear and optician,Ukiah,(707) 463-2020,contact@ukiahoptical.com,Has a site; has phone + email,"Hi, I help Ukiah eyewear and opticians like Ukiah Optical get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://ukiahoptical.com/,938fc358-4171-401c-a9e4-75dd3b856520
2501,57,C,medium,Fat Quail Quilt Shop,fabric store,Laytonville,(707) 984-6966,thefatquail@willitsonline.com,Has a site; has phone + email,"Hi, I help Laytonville fabric stores like Fat Quail Quilt Shop get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.thefatquail.com/,02cd1f0f-eaa1-4975-a83a-bd89d180dbfc
2502,57,C,medium,The Loft,fabric store,Gualala,(707) 884-4424,loftingualala@gmail.com,Has a site; has phone + email,"Hi, I help Gualala fabric stores like The Loft get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://theloftingualala.com/,688ccddd-060f-4aaa-8a9f-4a45d709bb90
2503,57,C,medium,Mendocino County Fairgrounds,fair,Boonville,(707) 895-3011,mcofair@pacific.net,Has a site; has phone + email,"Hi, I help Boonville fairs like Mendocino County Fairgrounds get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.cityseekr.com/boonville/entertainment-venues/poi-mendocino-county-fairgrounds-408506.html,e33b690b-4dd8-4daa-8180-bb76816362bd
2504,57,C,medium,Boonville Barn Collective,farm,Boonville,(707) 901-7110,hello@boonvillebarn.com,Has a site; has phone + email,"Hi, I help Boonville farms like Boonville Barn Collective get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.boonvillebarn.com/,3c777871-77ab-445a-a918-03af7f235948
2505,57,C,medium,Crazy Quilt Farms,farm,Upper Lake,(707) 245-2136,crazyquiltfarms@mail.com,Has a site; has phone + email,"Hi, I help Upper Lake farms like Crazy Quilt Farms get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://crazyquiltfarm.com/,60ca6ea2-0219-4709-98b0-80cdccf6a8c5
2506,57,C,medium,EarthSpoke Farms,farm,Mendocino,(562) 533-2768,info@earthspokefarms.com,Has a site; has phone + email,"Hi, I help Mendocino farms like EarthSpoke Farms get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Www.earthspokefarms.com/,1da07a27-90f9-4bc6-b5ba-4dce27edd413
2507,57,C,medium,Emandal,farm,Willits,(707) 459-9252,tamara@emandal.com,Has a site; has phone + email,"Hi, I help Willits farms like Emandal get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.emandalartstays.com/,7eca1f23-25d4-47b0-aacc-a14fcb62add4
2508,57,C,medium,Grace's Oak Tree Fruit Stand,farm,Philo,(707) 895-3353,gracene99@gmail.com,Has a site; has phone + email,"Hi, I help Philo farms like Grace's Oak Tree Fruit Stand get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://gracesoaktree.com/,063ce22e-1b44-4df3-9531-e41784c2ccc0
2509,57,C,medium,LR Farm,farm,Albion,(707) 937-3322,lrfarm@mcn.org,Has a site; has phone + email,"Hi, I help Albion farms like LR Farm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lrfarm.com/,67ee13e9-299a-4fbb-9fca-5e0a0479a3c0
2510,57,C,medium,Langdon Day Farms,farm,Potter Valley,(707) 272-7058,langdondayfarms@gmail.com,Has a site; has phone + email,"Hi, I help Potter Valley farms like Langdon Day Farms get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://langdondayfarms.com/,9024f019-b252-440d-8095-505cffd6cee5
2511,57,C,medium,McGee Home Garden,farm,Fort Bragg,(707) 980-1136,marty@companyjuice.com,Has a site; has phone + email,"Hi, I help Fort Bragg farms like McGee Home Garden get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://mcgeehomegarden.com/,9bfe2426-ad72-4078-9c2f-637d605d4f2d
2512,57,C,medium,Nye Ranch,farm,Fort Bragg,(530) 519-9572,thenyeranchfarm@gmail.com,Has a site; has phone + email,"Hi, I help Fort Bragg farms like Nye Ranch get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://NyeRanch.com/,694814c9-825f-4fee-bfe4-911cfd210bf9
