rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
5282,73,C,high,Arreaga Santos Plumbing,plumbing,Napa,(415) 424-2042,santosaplumbing@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa plumbings like Arreaga Santos Plumbing get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.arreagasantosplumbing.com/,1e586b52-381b-4664-a8a5-4ee7d1f92d7f
5283,73,C,high,ChildTime,preschool,Vacaville,(707) 455-1700,0231@childtime.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville preschools like ChildTime get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.childtime.com,edc861ca-9353-4b1e-9e35-2626f4919c1a
5284,73,C,high,Rainbow Early Learning Preschool,preschool,Suisun City,(707) 564-3812,antoinette@rainbowearlylearningpreschool.com,Has a site; high-fit niche; has phone + email,"Hi, I help Suisun City preschools like Rainbow Early Learning Preschool get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.rainbowearlylearningpreschool.com/,bf9a4dda-9d0b-4bb1-beb8-9fd25b6bba92
5285,73,C,high,Century 21,real estate agent,Dixon,(707) 678-9211,kg@c21-nca.com,Has a site; high-fit niche; has phone + email,"Hi, I help Dixon real estate agents like Century 21 get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.century21.com,b23b1693-0aac-4921-b8ad-6e33b7dd57a8
5286,73,C,high,Joe Brasil,real estate agent,Napa,(707) 319-1887,joe@ownnapa.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa real estate agents like Joe Brasil get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://ownnapa.com/,1ef60c4e-d646-40cf-8ff6-47b44c8a88cf
5287,73,C,high,Liz Alarcon Su Agente,real estate agent,Walnut Creek,(916) 877-8098,lizbethloveshomes@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Walnut Creek real estate agents like Liz Alarcon Su Agente get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://msfairfieldrealestate.com/,825ca214-92dd-406d-b16b-7bba21a0db00
5288,73,C,high,The Herman Team,real estate agent,Benicia,(707) 747-6600,rjherman@homesection.com,Has a site; high-fit niche; has phone + email,"Hi, I help Benicia real estate agents like The Herman Team get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://HomeSection.com/,51dcf99f-305e-4e9c-8c01-a7f57680204e
5289,73,C,high,Milk Tea,restaurant,Napa,(408) 306-5655,milktea@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa restaurants like Milk Tea get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.milktea.com/,bab57adb-bffa-4120-a2fd-c72e82c01de9
5290,73,C,high,Sardine Can,seafood restaurant,Vallejo,(707) 553-9492,mcissy1227@aol.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vallejo seafood restaurants like Sardine Can get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://sardinecan.net,296b95fa-3704-475a-b441-8dc171f8dda4
5291,73,C,high,Gallery Nails & Spa,spas,Vacaville,(707) 451-1144,gallerynails@yahoo.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville spass like Gallery Nails & Spa get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://gallery-nails-spa.hub.biz,5dd529ed-06e2-4ee6-ad7c-9c8968fd3705
5292,73,C,high,Shen Jing Holistic,spas,Benicia,(707) 704-7315,shenjingholistic@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Benicia spass like Shen Jing Holistic get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.susan-lucas.massagetherapy.com,3ad398a5-8831-4dc1-b115-a4f5a9967275
5293,73,C,high,Sakura Sushi,sushi restaurant,Fairfield,(707) 428-5888,info@sakurasushi.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield sushi restaurants like Sakura Sushi get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.sakurafairfield.com,73c7b715-3653-4bd4-ab3a-584d89ded022
5294,73,C,high,B. Ink'D Artistry,tattoo and piercing,Fairfield,(650) 537-6285,binkdpmu@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield tattoo and piercings like B. Ink'D Artistry get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://binkdpmu.as.me/schedule.php,d9b0cef1-bf05-4859-8926-6a88983e34d2
5295,73,C,high,Damaged Lifestyle Tattoo,tattoo and piercing,Vacaville,(707) 452-1174,lonnyfritch@yahoo.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville tattoo and piercings like Damaged Lifestyle Tattoo get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://damagedlifestyletattoos.com,d5082914-f5bd-4e39-8ffa-d49ec725b4dc
5296,73,C,high,Quick Lane,tire repair shop,Dixon,(707) 678-5555,adam.oneal@duprattford.com,Has a site; high-fit niche; has phone + email,"Hi, I help Dixon tire repair shops like Quick Lane get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.quicklane.com,f88e18a3-8f1a-47b7-90be-10e1b0f07725
5297,73,C,high,Quick Lane,tire repair shop,Fairfield,(707) 421-3391,adamstifle@fordfairfield.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield tire repair shops like Quick Lane get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.quicklane.com,418ebd8d-224b-4523-acb3-8fcc3e818d4f
5298,73,C,high,Yountville Community Center,venue and event space,Yountville,(707) 944-8851,robin.rafael@countyofnapa.org,Has a site; high-fit niche; has phone + email,"Hi, I help Yountville venue and event spaces like Yountville Community Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.townofyountville.com,c6a449e1-06b2-4ada-8855-d1e61f99b0ce
5299,73,C,high,John's Liquor,wine bar,Vacaville,(707) 448-9440,johnsliquors@aol.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville wine bars like John's Liquor get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://johnsliquors.com/,5b1ffb66-3ffd-4e6e-923d-8e6e3b4bba45
5300,73,C,high,Studio M fine wines,wine bar,Napa,(707) 732-9668,lisa@studiomfinewines.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa wine bars like Studio M fine wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.studiomfinewines.com,7105e39e-6d86-4d50-9569-0f39e884419c
5301,73,C,high,Napa Valley Wine & Cigar,wine wholesaler,Napa,(707) 253-8696,carrie@napavalleywineandcigar.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa wine wholesalers like Napa Valley Wine & Cigar get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.napavalleywineandcigar.com,39e7269d-ae2f-4802-ab02-302d8658c465
5302,73,C,high,Caymus Vineyards,winery,Rutherford,(707) 963-4204,info@caymus.com,Has a site; high-fit niche; has phone + email,"Hi, I help Rutherford winerys like Caymus Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.caymus.com,83281460-c23c-4891-ab7a-9560c2b74ec3
5303,73,C,high,Free Flow Wines,winery,Napa,(415) 626-1215,info@freeflowwines.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like Free Flow Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.freeflowwines.com,d5e8c806-6edd-4eeb-b8c0-06dfa16d0a15
5304,73,C,high,Hyde Vineyards,winery,Napa,(707) 224-3618,hyde.wines@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like Hyde Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hydevineyards.com,f909fa1b-e70c-4438-adca-791325284a42
5305,73,C,high,MAZE Wines,winery,Yountville,(707) 260-4698,info@mazewines.com,Has a site; high-fit niche; has phone + email,"Hi, I help Yountville winerys like MAZE Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mazewines.com/,7ee34b0d-3855-4ef9-bb80-1d7dfd4b766c
5306,73,C,high,Napa Native,winery,Napa,(707) 815-9091,info@napanative.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like Napa Native get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.napanative.com/,07900753-7312-4e2b-be7f-db2c563b86a8
5307,73,C,high,Nicholson Ranch Winery,winery,Sonoma,(707) 938-8822,info@nicholsonranch.com,Has a site; high-fit niche; has phone + email,"Hi, I help Sonoma winerys like Nicholson Ranch Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.nicholsonranch.com,c2332774-39b2-4b99-b0eb-d2fe47dfa0fd
5308,73,C,high,Plough Family Vineyards,winery,Fairfield,(707) 207-0208,info@ploughfamilyvineyards.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield winerys like Plough Family Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://ploughfamilyvineyards.com/,917bce03-0565-48f7-9555-2abfae61a954
5309,73,C,high,Prescription Vineyards,winery,Napa,(707) 257-2797,info@lloydcellars.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like Prescription Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.prescriptionvineyards.com/,5200731c-733a-45eb-b870-73692f17020e
5310,73,C,high,Release Winery,winery,Napa,(707) 501-8801,henrik@releasewinery.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like Release Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.releasewinery.com/,c300eab1-0103-4d8a-b2ec-29db4ed5b2ff
5311,73,C,high,Secret Door Winery,winery,Napa,(707) 337-2310,secretdoorwine@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like Secret Door Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://secretdoorwines.com/,b779fa47-23b5-4a24-879d-8b3cd69924d8
5312,73,C,high,Vezer's Family Vineyard,winery,Fairfield,(707) 429-3935,info@vezerfamilyvineyard.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield winerys like Vezer's Family Vineyard get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.vezerfamilyvineyard.com,585c6c66-9a87-405a-b77b-41368dfde150
5313,73,C,high,seven artisans winery,winery,Fairfield,(707) 771-0911,jeffreyalanmiller@me.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield winerys like seven artisans winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.sevenartisanswinery.com,f1cbabf1-293b-4361-b1d5-c77a56f1e84b
5314,73,C,high,Napa Valley Yoga & Wellness,yoga studio,Napa,(707) 836-3526,connect@ekamyogaandwellness.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa yoga studios like Napa Valley Yoga & Wellness get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ekamyogaandwellness.com,38a5a021-198b-4d3b-be98-1a157c762b5f
5315,72,B,medium,A.1 Registration Service,automobile registration service,Fairfield,(707) 438-9091,,DIY site (Wix) — upsell; has phone,"Hi, I found A.1 Registration Service in Fairfield and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://a1registrationsvcs.wixsite.com/website,cd7f0eea-0b49-432f-b5e1-32b53d5992e6
5316,72,C,high,Glam and Glow by Vanessa Ceja,beauty salon,Suisun City,(707) 295-3752,info@vanessaceja.com,Has a site; high-fit niche; has phone + email,"Hi, I help Suisun City beauty salons like Glam and Glow by Vanessa Ceja get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.vanessaceja.com/bookonline,63c05dc7-f882-40f6-902c-7b91fc29aa46
5317,72,B,medium,All Star Smog,emissions inspection,Fairfield,(707) 430-2041,,DIY site (Wix) — upsell; has phone,"Hi, I found All Star Smog in Fairfield and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://allstarsmog.wixsite.com/mysite,f177b377-bd85-43c9-9844-ff1ccce8b6f6
5318,72,B,medium,Blue Fern Ink,fair,Rio vista,(925) 470-5315,,DIY site (Big Cartel) — upsell; has phone,"Hi, I found Blue Fern Ink in Rio vista and saw the site is on Big Cartel. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://bluefernink.bigcartel.com/,56d2c2d2-dd6e-446f-97ba-320041579d3e
5319,72,C,high,Regiis Ova Caviar,food beverage service distribution,Napa,(707) 681-2655,info@regiisova.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa food beverage service distributions like Regiis Ova Caviar get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.regiisova.com/,36d0bfc7-0f55-432a-bf85-eeb4aa123406
5320,72,C,high,Dirt Food,health food store,Napa,(858) 683-7222,info@eatdirtfood.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa health food stores like Dirt Food get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://eatdirtfood.com/,18871e12-35f3-46dc-aabd-92297e17ab06
5321,72,B,medium,Next Level PCs | Custom Built Computers | Vallejo,it service and computer repair,Vallejo,(925) 216-9069,,DIY site (Google Business) — upsell; has phone,"Hi, I found Next Level PCs | Custom Built Computers | Vallejo in Vallejo and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://next-level-pcs-custom-built-computers-vallejo.business.site/,d724cb42-b671-4cf3-8e34-aaa10903170a
5322,72,B,medium,Hauling Express Junk Removal Co,junk removal and hauling,Vacaville,(707) 624-9536,,DIY site (Blogger) — upsell; has phone,"Hi, I found Hauling Express Junk Removal Co in Vacaville and saw the site is on Blogger. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://haulingexpress.blogspot.com/,8797c449-c15e-4ebd-bb28-14e47885d3a2
5323,72,B,medium,Pamela C Jackson,legal services,Vacaville,(707) 446-2333,,DIY site (Blogger) — upsell; has phone,"Hi, I found Pamela C Jackson in Vacaville and saw the site is on Blogger. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://www.landlordtenantevictionsattorney.blogspot.com,571cc1d7-a8c7-4e7c-b786-4a4392be1845
5324,72,C,high,Transfurmations LLC,pet services,Fairfield,(707) 740-2044,transfurmationsllc@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield pet servicess like Transfurmations LLC get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://groomer.io/schedule/4d0gn,106c1cda-a97c-470d-afa4-3ac2689729f1
5325,72,C,high,Noelle Joy,real estate agent,Fairfield,(707) 620-8260,noelle.s.joy4realestate@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield real estate agents like Noelle Joy get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.noelleshouseofjoy.com/,3fde7083-ed07-4c00-b83c-d450a86c80cc
5326,72,B,medium,V-town Grocery & Smoke,tobacco shop,Vallejo,(707) 563-0186,,DIY site (Google Business) — upsell; has phone,"Hi, I found V-town Grocery & Smoke in Vallejo and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://v-town.business.site,3dffbca0-bd8c-4766-9d73-b640f76d6a8b
5327,72,B,medium,Chris's towing,towing service,Vacaville,(707) 419-0295,,DIY site (Wix) — upsell; has phone,"Hi, I found Chris's towing in Vacaville and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://chrisstowing.wixsite.com/chrisstowing,8a9ef871-e32f-4c0b-98fc-c713fd178601
5328,72,B,medium,Silicon Motors Llc,used car dealer,Vacaville,(707) 455-7515,,DIY site (Google Business) — upsell; has phone,"Hi, I found Silicon Motors Llc in Vacaville and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://silicon-motors-llc.business.site,57fcb208-5847-4a61-8728-0f1d5dcc0cd4
5329,72,C,high,1467 Cellars,winery,Napa,(707) 732-1493,accounts@1467cellars.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa winerys like 1467 Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://1467cellars.com/,e93cf340-ff99-48ce-abad-76450553b97b
5330,72,C,high,Asalai Boutique,womens clothing store,Fairfield,(415) 799-6300,asalaiboutique@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield womens clothing stores like Asalai Boutique get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.asalaiboutique.com/,935d006c-a13e-479b-b258-a077031eaea7
5331,71,B,medium,Tender Therapeutic Care Service,business,Fairfield,(707) 673-2169,,DIY site (Wix) — upsell; has phone,"Hi, I found Tender Therapeutic Care Service in Fairfield and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://nbgad2022.wixsite.com/tender-therapeutic,0981a99b-eed2-4301-9de0-11faf8537ead
5332,71,B,medium,Vacaville Day Spa,business,Vacaville,(707) 301-7395,,DIY site (Wix) — upsell; has phone,"Hi, I found Vacaville Day Spa in Vacaville and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://nbgad2022.wixsite.com/vacaville-day-spa-ca,468dd291-022d-4b6c-a6bd-0001e4da593c
5333,71,B,medium,YaYa,business,Napa,(201) 647-9902,,DIY site (Square) — upsell; has phone,"Hi, I found YaYa in Napa and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://yayanapa.square.site,2d7480eb-40b9-4e12-9e4a-c37a44d34369
5334,71,C,high,Joe's Auto Repair,automotive repair,Benicia,(707) 746-5502,joesautomotiverepair@yahoo.com,Has a site; high-fit niche; has phone + email,"Hi, I help Benicia automotive repairs like Joe's Auto Repair get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://joesautomotiverepairbenicia.com,1d116f76-8457-4deb-9618-c147d3775533
5335,71,C,high,Love Park Pretzels,bakery,Napa,(484) 883-0035,loveparkpretzels@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa bakerys like Love Park Pretzels get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.loveparkpretzels.com/,98ec3a40-67af-4d6f-a4d0-697924651929
5336,71,C,high,Melissa's Caked Goodness,bakery,Rio Vista,(707) 606-9555,mcakedgoodness@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Rio Vista bakerys like Melissa's Caked Goodness get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://melissascakedgoodness.com/,72355a8b-6156-4fd1-9fb5-6174e480768a
5337,71,B,medium,Silver Auto Service,brake service and repair,Napa,(707) 224-4708,,DIY site (Wix) — upsell; has phone,"Hi, I found Silver Auto Service in Napa and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://silverautonapa.wix.com/silverautoservice#!,887abbaa-45a6-4e4f-bac0-76db6761e3f1
5338,71,C,high,Ed Neir Construction,construction services,Vacaville,(408) 368-7162,ed@edneirconstruction.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville construction servicess like Ed Neir Construction get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://edneirconstruction.com/,3c56a5c0-492d-4d06-a7c5-affb0caef67d
5339,71,C,high,Oak Design & Build,contractor,Napa,(707) 681-5858,hello@oakdesignbuild.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa contractors like Oak Design & Build get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://oakdesignbuild.com/,f53af902-6cfb-4320-af8e-36fdf8a2e24b
5340,71,B,medium,Taylor Drywall Repairs,drywall services,Napa,(707) 252-3040,,DIY site (Google Business) — upsell; has phone,"Hi, I found Taylor Drywall Repairs in Napa and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://taylordrywallrepairs.business.site/,1dd3f4e6-0eba-42d3-a345-608097f49840
5341,71,C,high,OG Electric,electrician,Vallejo,(510) 778-3344,ogelectric20@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vallejo electricians like OG Electric get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://ogelectrical.com/,cc5b9eb0-76e6-46d5-8268-276d57f41dd8
5342,71,C,high,Memoria Studios,event photography,Fairfield,(707) 920-6296,memoriastudios@mail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Fairfield event photographys like Memoria Studios get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.memoriastudios.com/,94119479-3bea-4d15-9845-574d0e3d627e
5343,71,C,high,ROQUE Events,event planning,Napa,(707) 628-9998,raquel@roqueevents.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa event plannings like ROQUE Events get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.roquenapaevents.com/,e851237c-afe5-449f-a13e-e33178fbccc1
5344,71,C,high,The Wilde Hare,hair salon,Dixon,(707) 678-1691,thewildeharesalon@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Dixon hair salons like The Wilde Hare get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.dca.ca.gov/barber,138d2957-fdf6-4151-bab9-bb2b1d745438
5345,71,C,high,CDM Services,home cleaning,Suisun City,(707) 419-1948,cdmmotors707@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Suisun City home cleanings like CDM Services get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.customdetailsandmaintenance.com/,cd54e22a-f310-4205-b9f8-819da632629f
5346,71,C,high,Electrify My Home,hvac services,Vacaville,(844) 637-3733,info@electrifymyhome.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville hvac servicess like Electrify My Home get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Electrifymyhome.com/,d2798a65-338f-468a-aec1-a8b7e8e34d74
5347,71,C,high,One Hour Heating and Air Conditioning,hvac services,Vacaville,(707) 449-9535,jrenner@rennerhvac.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville hvac servicess like One Hour Heating and Air Conditioning get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://WWW.RENNERHVAC.COM/,d7b6e1da-7a69-49ea-9670-dc9935495dcb
5348,71,C,high,Baby Pandas Jewelry,jewelry store,Vacaville,(530) 344-6434,mechellerabot@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Vacaville jewelry stores like Baby Pandas Jewelry get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://paparazziaccessories.com/251830,88f18e9b-8e06-4c71-b437-d9a8ffd1f854
5349,71,C,high,Silver Trance,jewelry store,Pittsburg,(408) 480-7223,silvertrance11@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Pittsburg jewelry stores like Silver Trance get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://silvertrance.com/,b284e12d-05a4-4a4c-a7ae-f3d86717c861
5350,71,C,high,Armenta Landscape Co.,landscaping,Benicia,(925) 481-0609,sammie@armentalandscape.com,Has a site; high-fit niche; has phone + email,"Hi, I help Benicia landscapings like Armenta Landscape Co. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.armentalandscape.com/,48f885b6-d275-4075-ad2b-36ff49e4fcad
5351,71,C,high,Prestige Landscaping,landscaping,Napa,(707) 501-3575,prestigelcm@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Napa landscapings like Prestige Landscaping get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.prestigelcm.com/,213a3930-548b-4a9e-8110-154deba68ac4
5352,71,C,high,Britney Greiner,real estate agent,Dixon,(623) 252-8707,britney.greiner@compass.com,Has a site; high-fit niche; has phone + email,"Hi, I help Dixon real estate agents like Britney Greiner get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.compass.com/agents/britney-greiner/,f3a3fa18-d2d8-428f-8f17-22e818e3e900
5353,71,B,medium,Liz Shoes Llc,shoe store,Fairfield,(707) 673-2850,,DIY site (Google Business) — upsell; has phone,"Hi, I found Liz Shoes Llc in Fairfield and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://www.liz-shoes-llc.business.site,a7023e5f-f91b-4068-89cd-37bf91a819dd
5354,71,B,medium,Munchiez Shoe Boutique Llc,shoe store,Vallejo,(707) 362-8002,,DIY site (Square) — upsell; has phone,"Hi, I found Munchiez Shoe Boutique Llc in Vallejo and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://munchiez-shoe-boutique.square.site,18372fc9-d094-4700-ac4a-0f83b73af8ac
5355,71,C,high,Har Anand - Kundalini Yoga,yoga studio,Sacramento,(916) 710-3753,kundalini.yoga.espanol@gmail.com,Has a site; high-fit niche; has phone + email,"Hi, I help Sacramento yoga studios like Har Anand - Kundalini Yoga get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://yogaconharanand.com/,045abee0-97bb-40b2-84ef-0eea53d004f5
5356,70,B,medium,Vacaville Church of God,business,Vacaville,(707) 447-1055,,DIY site (Weebly) — upsell; has phone,"Hi, I found Vacaville Church of God in Vacaville and saw the site is on Weebly. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://www.vacavillechurchofgod.weebly.com/,5e3ceca4-5597-4b30-a15c-11c0f7001fa4
5357,67,C,high,Laurel Larson CPA,accountant,Vacaville,(707) 410-8328,,Has a site; high-fit niche; has phone,"Hi, I help Vacaville accountants like Laurel Larson CPA get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://cpa-larson.com/,c94c9126-c021-4026-9389-c8b81fccda3a
5358,67,C,high,Natural Balance Acupuncture,acupuncture,Vacaville,(707) 646-1618,,Has a site; high-fit niche; has phone,"Hi, I help Vacaville acupunctures like Natural Balance Acupuncture get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.nb-acu.com/home.html,d3db0a3d-cc7a-405c-80cd-e9537c60bbaf
5359,67,C,high,Vibrant Health Acupuncture,acupuncture,Napa,(707) 670-7010,,Has a site; high-fit niche; has phone,"Hi, I help Napa acupunctures like Vibrant Health Acupuncture get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.vibranthealthnapa.com,3566e8df-c4bd-48de-b244-856a4061b467
5360,67,C,high,Ad Lib,american restaurant,Napa,(707) 754-4148,,Has a site; high-fit niche; has phone,"Hi, I help Napa american restaurants like Ad Lib get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.thomaskeller.com/ad-lib,668f64e0-fc2d-42fd-b403-ee79224ab0be
5361,67,C,high,Auberge Bistro & Bar,american restaurant,Rutherford,(707) 963-1211,,Has a site; high-fit niche; has phone,"Hi, I help Rutherford american restaurants like Auberge Bistro & Bar get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.aubergebistro.com,840eecc0-aea2-4f44-a7a4-2d640e72749d
